Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository,Tags
46.140.783,False,True,5721,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1850–60,1850,1860,"Pressed glass, diamond thumbprint",H. 6 1/2 in. (16.5 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Probably made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5721,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
46.140.789,False,True,5722,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1850–70,1850,1870,Pressed glass,H. 7 in. (17.8 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5722,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
46.140.790,False,True,5723,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1850–70,1850,1870,Pressed glass,H. 6 3/4 in. (17.1 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5723,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
46.140.801,False,True,5724,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1850–70,1850,1870,Pressed glass,H. 8 in. (20.3 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5724,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
46.140.842,False,True,5725,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1850–70,1850,1870,Pressed glass,H. 6 5/8 in. (16.8 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Possibly made in,,,,United States,New England ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5725,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
47.90.10,False,True,5726,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,3 1/4 x 3 1/4 x 2 1/2 in. (8.3 x 8.3 x 6.4 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5726,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Leaves|Pitchers
47.90.19,False,True,5727,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,4 3/8 x 3 1/8 x 3 1/4 in. (11.1 x 7.9 x 8.3 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5727,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Grapes|Pitchers
47.90.20,False,True,5728,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,3 5/8 x 3 3/8 x 2 1/8 in. (9.2 x 8.6 x 5.4 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5728,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Human Figures|Pitchers
47.90.39,False,True,5729,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,8 3/4 x 4 x 3 1/2 in. (22.2 x 10.2 x 8.9 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5729,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Grapes|Leaves|Pitchers
47.90.47,False,True,5730,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,4 1/8 x 3 1/2 x 3 in. (10.5 x 8.9 x 7.6 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5730,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Flowers|Leaves|Pitchers
47.90.52,False,True,5731,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,4 1/8 x 3 1/2 x 2 3/16 in. (10.5 x 8.9 x 5.6 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5731,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Leaves|Pitchers
47.90.79,False,True,5732,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,4 7/8 x 4 x 3 9/16 in. (12.4 x 10.2 x 9 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5732,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Faces|Pitchers
47.90.82,False,True,5733,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,7 5/8 x 5 3/8 x 5 1/16 in. (19.4 x 13.7 x 12.9 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5733,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
47.90.84,False,True,5734,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,7 1/8 x 4 x 3 5/8 in. (18.1 x 10.2 x 9.2 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5734,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
47.90.90,False,True,5735,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,4 1/4 x 4 5/8 x 3 3/8 in. (10.8 x 11.7 x 8.6 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5735,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Fruit|Faces|Leaves|Pitchers
47.90.136,False,True,5736,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,3 5/8 x 3 1/4 x 2 5/8 in. (9.2 x 8.3 x 6.7 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5736,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
47.90.137,False,True,5737,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,3 3/4 x 3 1/4 x 2 1/16 in. (9.5 x 8.3 x 5.2 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5737,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Squirrels|Pitchers
47.90.138,False,True,5738,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,3 x 3 1/8 x 2 3/8 in. (7.6 x 7.9 x 6 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5738,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
47.90.139,False,True,5739,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,3 5/8 x 3 5/8 x 2 7/8 in. (9.2 x 9.2 x 7.3 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5739,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
47.90.140,False,True,5740,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,H. 3 5/8 in. (9.2 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5740,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Squirrels|Pitchers
47.90.143,False,True,5741,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,3 1/4 x 2 5/8 x 2 1/4 in. (8.3 x 6.7 x 5.7 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5741,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Flowers|Pitchers
47.90.144,False,True,5742,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,2 x 2 5/16 x 1 15/16 in. (5.1 x 5.9 x 4.9 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5742,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Grapes|Pitchers
47.90.146,False,True,5743,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,2 1/2 x 1 13/16 x 1 9/16 in. (6.4 x 4.6 x 4 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5743,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
47.90.178,False,True,5744,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,H. 3 7/8 in. (9.8 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5744,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
47.90.186,False,True,5745,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,10 7/8 x 8 1/2 x 7 3/4 in. (27.6 x 21.6 x 19.7 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5745,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Women|Angels|Pitchers
47.90.188,False,True,5746,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,9 1/4 x 7 1/2 x 6 1/2 in. (23.5 x 19.1 x 16.5 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5746,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Plants|Angels|Pitchers
47.90.189,False,True,5747,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,10 1/2 x 8 x 6 7/8 in. (26.7 x 20.3 x 17.5 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5747,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Flowers|Pitchers
47.90.190,False,True,5748,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Parian porcelain,9 1/4 x 8 1/2 x 6 1/8 in. (23.5 x 21.6 x 15.6 cm),"Gift of Dr. Charles W. Green, 1947",Probably made in,Bennington,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5748,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Faces|Flowers|Leaves|Pitchers
48.74,False,True,5749,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1800–1830,1800,1830,Blown green glass with applied decoration,H. 9 3/4 in. (24.8 cm),"Rogers Fund, 1948",Made in,Saratoga,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5749,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
63.200.20,False,True,5751,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1870–90,1870,1890,"Blown spangled orange, white opaque and amber glass, mica flecks",H. 7 5/8 in. (19.4 cm),"Gift of Mrs. Darwin S. Morse, 1963",Possibly made in,Wheeling,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5751,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
63.200.21,False,True,5752,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,ca. 1885,1882,1885,Blown spangled black and amber glass,H. 8 1/4 in. (21 cm); Diam. 7 1/2 in. (19.1 cm),"Gift of Mrs. Darwin S. Morse, 1963",Made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5752,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
1973.86,False,True,5753,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1820–40,1820,1840,Blown molded lead glass,H. 7 1/2 in. (19.1 cm),"Purchase, Mrs. Russell Sage Gift, 1973",Possibly made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5753,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Flowers|Pitchers
1979.191.1,False,True,5754,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1835–70,1835,1870,Blown pattern-molded glass,H. 8 15/16 in. (22.7 cm); Diam. 7 5/8 in. (19.4 cm),"Gift of Anita G. Muller, 1979",Probably made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5754,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
1980.355.1,False,True,5755,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1850–70,1850,1870,Blown glass,H. 9 1/2 in. (24.1 cm); Diam. 4 1/2 in. (11.4 cm),"Purchase, Judith F. and William H. Hernstadt Gift, 1980",Made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5755,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
1980.356,False,True,5756,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1820–40,1820,1840,Blown and engraved glass,H. 7 1/2 in. (19.1 cm),"Friends of the American Wing Fund, 1980",Probably made in,Pittsburgh,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5756,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Eagles|Insignia|Pitchers
1980.499.2,False,True,5757,American Decorative Arts,Pitcher,Pitcher,British,,,,,,,,,,,,,,ca. 1813–ca. 1815,1810,1818,"Earthenware, transfer-printed",H. 16 9/16 in. (42.1 cm),"Gift of Mrs. Eleanor G. Sargent, 1980",Possibly made in,Sunderland,Tyne and Wear,Tyne and Wear,England,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5757,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",George Washington|Portraits|Pitchers
1980.502.2,False,True,5758,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1825–75,1825,1875,Free-blown green glass,H. 4 1/2 in. (11.4 cm),"Gift of Henry G. Schiff, 1980",Possibly made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5758,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
1980.502.5,False,True,5759,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1830–70,1830,1870,Free-blown amber and opaque white glass,H. 4 1/2 in. (11.4 cm),"Gift of Henry G. Schiff, 1980",Possibly made in,,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5759,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
1980.502.6,False,False,5760,American Decorative Arts,Pitcher,Pitcher,"American, probably",,,,,,,,,,,,,,1870–1930,1870,1930,Free-blown amber glass,H. 8 in. (20.3 cm),"Gift of Henry G. Schiff, 1980",Probably made in,,,,United States,Midwest ,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5760,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
1986.28,False,True,5761,American Decorative Arts,Pitcher,Pitcher,American,,,,,,,,,,,,,,1820–40,1820,1820,Blown-molded glass,H. 7 3/4 in. (19.7 cm); W. 8 3/4 in. (22.2 cm); Diam. 5 1/2 in. (14 cm),"Purchase, Judith F. and William H. Hernstadt Gift, 1986",Possibly made in|Possibly made in,Baltimore,,,United States|United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5761,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Gadrooning|Pitchers
1982.312,False,True,5762,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,Attributed to,American Porcelain Manufacturing Company,1854–1857,,American Porcelain Manufacturing Company,,1854      ,1857      ,1854–57,1851,1857,Porcelain,H. 13 1/2 in. (34.3 cm),"Purchase, Sansbury-Mills Fund and Mr. and Mrs. William A. Moore Gift, 1982",Made in,Gloucester,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5762,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Birds|Leaves|Pitchers
1992.373.1 recto,False,True,5763,American Decorative Arts,Drawing,Mountain Panorama (from Sketchbook),American,,,,,Artist,,Thomas Hewes Hinckley,1813–1896,,"Hinckley, Thomas Hewes",,1813      ,1896      ,ca. 1860–ca. 1864,1857,1867,Graphite on buff paper,9 3/4 x 13 7/8 in. (24.8 x 35.2 cm),"Purchase, Sheila and Richard J. Schwartz Fund and Gifts in memory of  Stephen D. Rubin, 1992",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/5763,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",
63.200.36,False,True,5764,American Decorative Arts,Pitcher,Pitcher,,,,,,Artist,After,Frederick Bassett,1740–1800,,"Bassett, Frederick",,1740      ,1800      ,1700–1800,1700,1800,Pewter,9 3/4 x 7 1/4 in. (24.8 x 18.4 cm),"Gift of Mrs. Darwin S. Morse, 1963",,,,,,,,,,,,Metal,,http://www.metmuseum.org/art/collection/search/5764,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
1986.443.8,False,False,5765,American Decorative Arts,Pitcher,Pitcher,American,,,,,Designer|Manufacturer,Designed by|Attributed to,"Kenneth P. Beattie|Knowles, Taylor, and Knowles",1870–1929,,"Beattie, Kenneth P.|Knowles, Taylor, and Knowles ",,1870      ,9999      |1929      ,1891–ca. 1898,1891,1901,Porcelain,5 7/8 x 3 1/2 x 3 1/2 in. (14.9 x 8.9 x 8.9 cm),"Gift of Florence I. Balasny-Barnes, in memory of her parents, Elizabeth C. and Joseph Balasny, 1986",Made in,East Liverpool,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5765,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Roses|Pitchers
33.120.294,False,True,5766,American Decorative Arts,Cream pot,Creamer,American,,,,,Maker,,Belloni and Durandeau,active ca. 1835,,Belloni and Durandeau ,,1785      ,1885      ,ca. 1835,1830,1840,Silver,"Overall: 7 1/2 x 7 3/4 in. (19.1 x 19.7 cm); 16 oz. 7 dwt. (508.9 g)
Foot: Diam. 3 3/4 in. (9.5 cm)","Bequest of Alphonso T. Clearwater, 1933",Made in,,,,United States,,,,,,,Silver,,http://www.metmuseum.org/art/collection/search/5766,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Utilitarian Objects
1983.206.6,False,True,5767,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker|Manufacturer,Attributed to,Charles Coxon|E. & W. Bennett Pottery,1805–1868|1847–1857,,"Coxon, Charles|Bennett, E. and W.",,1805      |1847      ,1805      |1847      ,ca. 1850–56,1847,1856,Earthenware,H. 8 1/2 in. (21.6 cm),"Gift of Mr. and Mrs. Stanley Herzman, 1983",Made in,Baltimore,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5767,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Animals|Grapes|Leaves|Pitchers
1982.192,False,True,5768,American Decorative Arts,Pitcher,Pitcher,American,,,,,Manufacturer,Manufactured by,William Bloor's East Liverpool Porcelain Works,,,Bloor's East Liverpool Porcelain Works William,,,9999      ,1861,1861,1861,Porcelain,H. 10 3/4 in. (27.3 cm),"Friends of the American Wing Fund, 1982",Made in,East Liverpool,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5768,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Flowers|Pitchers
1991.321,False,True,5769,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,Probably,William Boch and Brothers,before 1844–ca. 1861,,Boch and Brothers William,,1844      ,1862      ,1844–57,1844,1857,Porcelain,10 7/8 in. (27.6 cm),"Sansbury-Mills Fund, 1991",Made in,Brooklyn,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5769,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
46.140.374,False,True,5770,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,Possibly,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825      ,1888      ,1880–88,1880,1888,Blown amber glass with applied threaded decoration,H. 7 1/8 in. (18.1 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5770,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
46.140.831,False,True,5771,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825      ,1888      ,ca. 1866,1863,1866,Pressed glass,H. 9 3/16 in. (23.3 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5771,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
46.140.832,False,True,5772,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825      ,1888      ,ca. 1866,1863,1866,Pressed glass,H. 6 1/2 in. (16.5 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5772,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
46.140.851,False,True,5773,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,Probably,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825      ,1888      ,1850–70,1850,1870,Pressed glass,H. 9 7/8 in. (25.1 cm),"Gift of Mrs. Emily Winthrop Miles, 1946",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5773,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
67.7.16,False,True,5774,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825      ,1888      ,ca. 1867,1864,1867,Blown glass,H. 9 3/4 in. (24.8 cm); Diam. 4 3/8 in. (11.1 cm),"Funds from various donors, 1967",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5774,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
67.7.20,False,True,5775,American Decorative Arts,Pitcher,Pitcher,American,,,,,Manufacturer,,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825      ,1888      ,ca. 1843–67,1840,1867,Blown and cut glass,H. 9 in. (22.9 cm); Diam. 5 1/2 in. (14 cm),"Funds from various donors, 1967",Made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5775,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
1986.203.1,False,True,5776,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,Possibly,Boston & Sandwich Glass Company,"American, 1825–1888, Sandwich, Massachusetts",,Boston and Sandwich Glass Company ,,1825      ,1888      ,1850–75,1850,1875,Blown glass with applied decoration,H. 6 1/2 in. (16.5 cm),"Purchase, Mrs. Iola S. Haverstick Gift, by exchange, 1986",Possibly made in,Sandwich,,,United States,,,,,,,Glass,,http://www.metmuseum.org/art/collection/search/5776,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Pitchers
1986.110,False,True,5777,American Decorative Arts,Pitcher,Pitcher,American,,,,,Decorator,,Boston China Decorating Works,1860–ca. 1925,,Boston China Decorating Works,,1860      ,1925      ,ca. 1865,1860,1870,"Porcelain, overglaze enamel decoration, and gilding",H. 9 5/8 in. (24.4 cm); Diam. 9 1/4 in. (23.5 cm),"Purchase, Alan E. Salz Gift, 1986",Made in,Boston,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5777,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Inscriptions|Flowers|Leaves|Pitchers
13.145.9,False,True,5778,American Decorative Arts,Pitcher,Pitcher,American,,,,,Maker,Possibly,Charles J. Boulter,,,"Boulter, Charles J.",,,9999      ,1838–45,1838,1845,Porcelain,H. 7 1/2 in. (19.1 cm),"Rogers Fund, 1913",Made in,Philadelphia,,,United States,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/5778,5/27/2019 8:00:01 AM,"Metropolitan Museum of Art, New York, NY",Flowers|Leaves|Pitchers
